endpoint_name,alpha_family,ticker,requires_ticker,endpoint_status,backfill_priority,request_url_redacted,expected_join_key,expected_date_key,leakage_risk
company_profile,universe_mapping,AAPL,True,stable_confirmed,1,https://financialmodelingprep.com/stable/profile?symbol=AAPL&<API_KEY_REDACTED>,symbol,,high
company_profile,universe_mapping,MSFT,True,stable_confirmed,1,https://financialmodelingprep.com/stable/profile?symbol=MSFT&<API_KEY_REDACTED>,symbol,,high
company_profile,universe_mapping,NVDA,True,stable_confirmed,1,https://financialmodelingprep.com/stable/profile?symbol=NVDA&<API_KEY_REDACTED>,symbol,,high
company_profile,universe_mapping,AMZN,True,stable_confirmed,1,https://financialmodelingprep.com/stable/profile?symbol=AMZN&<API_KEY_REDACTED>,symbol,,high
company_profile,universe_mapping,JPM,True,stable_confirmed,1,https://financialmodelingprep.com/stable/profile?symbol=JPM&<API_KEY_REDACTED>,symbol,,high
income_statement_quarterly,fundamentals,AAPL,True,stable_confirmed,2,https://financialmodelingprep.com/stable/income-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
income_statement_quarterly,fundamentals,MSFT,True,stable_confirmed,2,https://financialmodelingprep.com/stable/income-statement?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
income_statement_quarterly,fundamentals,NVDA,True,stable_confirmed,2,https://financialmodelingprep.com/stable/income-statement?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
income_statement_quarterly,fundamentals,AMZN,True,stable_confirmed,2,https://financialmodelingprep.com/stable/income-statement?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
income_statement_quarterly,fundamentals,JPM,True,stable_confirmed,2,https://financialmodelingprep.com/stable/income-statement?symbol=JPM&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
balance_sheet_statement_quarterly,fundamentals,AAPL,True,stable_confirmed,3,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
balance_sheet_statement_quarterly,fundamentals,MSFT,True,stable_confirmed,3,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
balance_sheet_statement_quarterly,fundamentals,NVDA,True,stable_confirmed,3,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
balance_sheet_statement_quarterly,fundamentals,AMZN,True,stable_confirmed,3,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
balance_sheet_statement_quarterly,fundamentals,JPM,True,stable_confirmed,3,https://financialmodelingprep.com/stable/balance-sheet-statement?symbol=JPM&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
cash_flow_statement_quarterly,fundamentals,AAPL,True,stable_confirmed,4,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
cash_flow_statement_quarterly,fundamentals,MSFT,True,stable_confirmed,4,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
cash_flow_statement_quarterly,fundamentals,NVDA,True,stable_confirmed,4,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
cash_flow_statement_quarterly,fundamentals,AMZN,True,stable_confirmed,4,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
cash_flow_statement_quarterly,fundamentals,JPM,True,stable_confirmed,4,https://financialmodelingprep.com/stable/cash-flow-statement?symbol=JPM&period=quarter&<API_KEY_REDACTED>,symbol,fillingDate,low
key_metrics_quarterly,fundamentals,AAPL,True,stable_confirmed,5,https://financialmodelingprep.com/stable/key-metrics?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
key_metrics_quarterly,fundamentals,MSFT,True,stable_confirmed,5,https://financialmodelingprep.com/stable/key-metrics?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
key_metrics_quarterly,fundamentals,NVDA,True,stable_confirmed,5,https://financialmodelingprep.com/stable/key-metrics?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
key_metrics_quarterly,fundamentals,AMZN,True,stable_confirmed,5,https://financialmodelingprep.com/stable/key-metrics?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
key_metrics_quarterly,fundamentals,JPM,True,stable_confirmed,5,https://financialmodelingprep.com/stable/key-metrics?symbol=JPM&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
ratios_quarterly,fundamentals,AAPL,True,stable_confirmed,6,https://financialmodelingprep.com/stable/ratios?symbol=AAPL&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
ratios_quarterly,fundamentals,MSFT,True,stable_confirmed,6,https://financialmodelingprep.com/stable/ratios?symbol=MSFT&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
ratios_quarterly,fundamentals,NVDA,True,stable_confirmed,6,https://financialmodelingprep.com/stable/ratios?symbol=NVDA&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
ratios_quarterly,fundamentals,AMZN,True,stable_confirmed,6,https://financialmodelingprep.com/stable/ratios?symbol=AMZN&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
ratios_quarterly,fundamentals,JPM,True,stable_confirmed,6,https://financialmodelingprep.com/stable/ratios?symbol=JPM&period=quarter&<API_KEY_REDACTED>,symbol,date,medium
earnings_calendar,earnings,AAPL,True,needs_live_verification,7,https://financialmodelingprep.com/stable/earnings?symbol=AAPL&<API_KEY_REDACTED>,symbol,date,low
earnings_calendar,earnings,MSFT,True,needs_live_verification,7,https://financialmodelingprep.com/stable/earnings?symbol=MSFT&<API_KEY_REDACTED>,symbol,date,low
earnings_calendar,earnings,NVDA,True,needs_live_verification,7,https://financialmodelingprep.com/stable/earnings?symbol=NVDA&<API_KEY_REDACTED>,symbol,date,low
earnings_calendar,earnings,AMZN,True,needs_live_verification,7,https://financialmodelingprep.com/stable/earnings?symbol=AMZN&<API_KEY_REDACTED>,symbol,date,low
earnings_calendar,earnings,JPM,True,needs_live_verification,7,https://financialmodelingprep.com/stable/earnings?symbol=JPM&<API_KEY_REDACTED>,symbol,date,low
earnings_surprises,earnings,AAPL,True,needs_live_verification,8,https://financialmodelingprep.com/stable/earnings?symbol=AAPL&<API_KEY_REDACTED>,symbol,date,low
earnings_surprises,earnings,MSFT,True,needs_live_verification,8,https://financialmodelingprep.com/stable/earnings?symbol=MSFT&<API_KEY_REDACTED>,symbol,date,low
earnings_surprises,earnings,NVDA,True,needs_live_verification,8,https://financialmodelingprep.com/stable/earnings?symbol=NVDA&<API_KEY_REDACTED>,symbol,date,low
earnings_surprises,earnings,AMZN,True,needs_live_verification,8,https://financialmodelingprep.com/stable/earnings?symbol=AMZN&<API_KEY_REDACTED>,symbol,date,low
earnings_surprises,earnings,JPM,True,needs_live_verification,8,https://financialmodelingprep.com/stable/earnings?symbol=JPM&<API_KEY_REDACTED>,symbol,date,low
analyst_estimates,analyst_revisions,AAPL,True,needs_live_verification,9,https://financialmodelingprep.com/stable/analyst-estimates?symbol=AAPL&period=annual&<API_KEY_REDACTED>,symbol,date,medium
analyst_estimates,analyst_revisions,MSFT,True,needs_live_verification,9,https://financialmodelingprep.com/stable/analyst-estimates?symbol=MSFT&period=annual&<API_KEY_REDACTED>,symbol,date,medium
analyst_estimates,analyst_revisions,NVDA,True,needs_live_verification,9,https://financialmodelingprep.com/stable/analyst-estimates?symbol=NVDA&period=annual&<API_KEY_REDACTED>,symbol,date,medium
analyst_estimates,analyst_revisions,AMZN,True,needs_live_verification,9,https://financialmodelingprep.com/stable/analyst-estimates?symbol=AMZN&period=annual&<API_KEY_REDACTED>,symbol,date,medium
analyst_estimates,analyst_revisions,JPM,True,needs_live_verification,9,https://financialmodelingprep.com/stable/analyst-estimates?symbol=JPM&period=annual&<API_KEY_REDACTED>,symbol,date,medium
analyst_recommendations,analyst_revisions,AAPL,True,needs_live_verification,10,https://financialmodelingprep.com/stable/grades?symbol=AAPL&<API_KEY_REDACTED>,symbol,date,low
analyst_recommendations,analyst_revisions,MSFT,True,needs_live_verification,10,https://financialmodelingprep.com/stable/grades?symbol=MSFT&<API_KEY_REDACTED>,symbol,date,low
analyst_recommendations,analyst_revisions,NVDA,True,needs_live_verification,10,https://financialmodelingprep.com/stable/grades?symbol=NVDA&<API_KEY_REDACTED>,symbol,date,low
analyst_recommendations,analyst_revisions,AMZN,True,needs_live_verification,10,https://financialmodelingprep.com/stable/grades?symbol=AMZN&<API_KEY_REDACTED>,symbol,date,low
analyst_recommendations,analyst_revisions,JPM,True,needs_live_verification,10,https://financialmodelingprep.com/stable/grades?symbol=JPM&<API_KEY_REDACTED>,symbol,date,low
analyst_price_targets,analyst_revisions,AAPL,True,needs_live_verification,11,https://financialmodelingprep.com/stable/price-target-summary?symbol=AAPL&<API_KEY_REDACTED>,symbol,publishedDate,low
analyst_price_targets,analyst_revisions,MSFT,True,needs_live_verification,11,https://financialmodelingprep.com/stable/price-target-summary?symbol=MSFT&<API_KEY_REDACTED>,symbol,publishedDate,low
analyst_price_targets,analyst_revisions,NVDA,True,needs_live_verification,11,https://financialmodelingprep.com/stable/price-target-summary?symbol=NVDA&<API_KEY_REDACTED>,symbol,publishedDate,low
analyst_price_targets,analyst_revisions,AMZN,True,needs_live_verification,11,https://financialmodelingprep.com/stable/price-target-summary?symbol=AMZN&<API_KEY_REDACTED>,symbol,publishedDate,low
analyst_price_targets,analyst_revisions,JPM,True,needs_live_verification,11,https://financialmodelingprep.com/stable/price-target-summary?symbol=JPM&<API_KEY_REDACTED>,symbol,publishedDate,low
sp500_constituents,universe_mapping,*,False,stable_confirmed,12,https://financialmodelingprep.com/stable/sp500-constituent?<API_KEY_REDACTED>,symbol,dateFirstAdded,high
